CLASE ACCIDENTE,FECHA,AÑO,HORA,JORNADA,DIA_SEMANA,BARRIOS-CORREGIMIENTO- VIA,DIRECCION,ZONA,AUTORIDAD,LAT,LONG,HIPOTESIS,CODIGO,CONDICION DE LA VICTIMA,GRAVEDAD,EDAD,GENERO,LESIONADOS Y MUERTOS,CLINICA,CLASE VEHICULO,MARCA,MATRICULA,TIPO DE SERVICIO,EMPRESA
HERIDOS,03/19/2022 12:00:00 AM,"2,022",1899-12-31T19:50:00.000,NOCHE,SABADO,VIA PALMIRA TABLONES,KM 12,RURAL,TECNICO,3.3537,-76.1214,MANIOBRAR EN RETROCESO EN LA VIA,157,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,51,MASCULINO,LESIONADO,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
HERIDOS,03/20/2022 12:00:00 AM,"2,022",1899-12-31T02:10:00.000,MADRUGADA,DOMINGO,VERSALLES,CARRERA 28 CALLE 42,URBANA,TECNICO,3.53807,-76.29738,INVADIR LINEA CONTINUA,157,MOTOCICLISTA,CHOQUE,33,MASCULINO,LESIONADO,PALMA,MOTO,BAJAJ,MADRID,PARTICULAR,NO APLICA
HERIDOS,03/20/2022 12:00:00 AM,"2,022",1899-12-31T02:10:00.000,MADRUGADA,DOMINGO,VERSALLES,CARRERA 28 CALLE 42,URBANA,TECNICO,3.53807,-76.29738,INVADIR LINEA CONTINUA,157,NO APLICA,CHOQUE,19,MASCULINO,NO APLICA,NO APLICA,MOTO,YAMAHA,PRADERA,PARTICULAR,NO APLICA
DAÑOS,03/20/2022 12:00:00 AM,"2,022",1899-12-31T19:25:00.000,NOCHE,DOMINGO,CENTRO,CALLE 29 CARRERA 32-20,URBANA,TECNICO,3.52666,-76.30305,ARRANCAR SIN PRECAUCION,145,NO APLICA,CHOQUE,32,FEMENINA,NO APLICA,NO APLICA,AUTOMOVIL,FORD,ARMENIA,PARTICULAR,NO APLICA
DAÑOS,03/20/2022 12:00:00 AM,"2,022",1899-12-31T19:25:00.000,NOCHE,DOMINGO,CENTRO,CALLE 29 CARRERA 32-20,URBANA,TECNICO,3.52666,-76.30305,ARRANCAR SIN PRECAUCION,145,NO APLICA,CHOQUE,52,MASCULINO,NO APLICA,NO APLICA,BUS,CHEVROLET,PALMIRA,PUBLICO,LINEAS DEL VALLE
HERIDOS,03/20/2022 12:00:00 AM,"2,022",1899-12-31T21:10:00.000,NOCHE,DOMINGO,CENTRO,CALLE 32 CARRERA 26,URBANA,TECNICO,3.52845,-76.29697,DESOBEDESER SEÑAL,112,NO APLICA,CHOQUE,20,MASCULINO,NO APLICA,NO APLICA,MOTO,HONDA,CALI,PARTICULAR,NO APLICA
HERIDOS,03/20/2022 12:00:00 AM,"2,022",1899-12-31T21:10:00.000,NOCHE,DOMINGO,CENTRO,CALLE 32 CARRERA 26,URBANA,TECNICO,3.52845,-76.29697,DESOBEDESER SEÑAL,112,MOTOCICLISTA,CHOQUE,40,FEMENINA,LESIONADO,PALMIRA,MOTO,HONDA,CARTAGO,PARTICULAR,NO APLICA
HERIDOS,03/20/2022 12:00:00 AM,"2,022",1899-12-31T21:10:00.000,NOCHE,DOMINGO,CENTRO,CALLE 32 CARRERA 26,URBANA,TECNICO,3.52845,-76.29697,DESOBEDESER SEÑAL,112,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,56,FEMENINA,LESIONADO,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
HERIDOS,03/20/2022 12:00:00 AM,"2,022",1899-12-31T22:00:00.000,NOCHE,DOMINGO,EMILIA,CARRERA 35 TRANSVERSAL 37,URBANA,TECNICO,3.53489,-76.30589,NO ESTAR PENDIENTE DE LA VIA,157,NO APLICA,CHOQUE,51,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,KIA,PALMIRA,PUBLICO,NO APLICA
HERIDOS,03/20/2022 12:00:00 AM,"2,022",1899-12-31T22:00:00.000,NOCHE,DOMINGO,EMILIA,CARRERA 35 TRANSVERSAL 37,URBANA,TECNICO,3.53489,-76.30589,NO ESTAR PENDIENTE DE LA VIA,157,MOTOCICLISTA,CHOQUE,21,MASCULINO,LESIONADO,RAUL,MOTO,AKT,PALMIRA,PARTICULAR,NO APLICA
HERIDOS,03/20/2022 12:00:00 AM,"2,022",1899-12-31T22:00:00.000,NOCHE,DOMINGO,EMILIA,CARRERA 35 TRANSVERSAL 37,URBANA,TECNICO,3.53489,-76.30589,NO ESTAR PENDIENTE DE LA VIA,157,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,19,FEMENINA,LESIONADO,RAUL,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
HERIDOS,03/20/2022 12:00:00 AM,"2,022",1899-12-31T20:00:00.000,NOCHE,DOMINGO,SANTA MARIA DEL PALMAR,CALLE 44 CARRERA 8-9,URBANA,TECNICO,3.53996,-76.28304,HUECOS EN LA VIA,306,MOTOCICLISTA,VOLCAMIENTO,49,MASCULINO,LESIONADO,PALMIRA,MOTO,HONDA,PRADERA,PARTICULAR,NO APLICA
HERIDOS,03/20/2022 12:00:00 AM,"2,022",1899-12-31T20:00:00.000,NOCHE,DOMINGO,SANTA MARIA DEL PALMAR,CALLE 44 CARRERA 8-9,URBANA,TECNICO,3.53996,-76.28304,HUECOS EN LA VIA,306,ACOMPAÑANTE MOTOCICLISTA,VOLCAMIENTO,49,FEMENINA,LESIONADO,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
HERIDOS,03/21/2022 12:00:00 AM,"2,022",1899-12-31T14:30:00.000,TARDE,LUNES,SANTA BARBARA,CALLE 31 CARRERA 45A,URBANA,TECNICO,3.52965,-76.31525,GIRAR BRUSCAMENTE,122,MOTOCICLISTA,CHOQUE,26,MASCULINO,LESIONADO,IPS POSITIVA,MOTO,SUZUKI,PALMIRA,PARTICULAR,NO APLICA
HERIDOS,03/21/2022 12:00:00 AM,"2,022",1899-12-31T14:30:00.000,TARDE,LUNES,SANTA BARBARA,CALLE 31 CARRERA 45A,URBANA,TECNICO,3.52965,-76.31525,GIRAR BRUSCAMENTE,122,MOTOCICLISTA,CHOQUE,46,MASCULINO,LESIONADO,IPS POSITIVA,MOTO,SUZUKI,PRADERA,PARTICULAR,NO APLICA
HERIDOS,03/21/2022 12:00:00 AM,"2,022",1899-12-31T14:30:00.000,TARDE,LUNES,SANTA BARBARA,CALLE 31 CARRERA 45A,URBANA,TECNICO,3.52965,-76.31525,GIRAR BRUSCAMENTE,122,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,25,FEMENINA,LESIONADO,IPS POSITIVA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
HERIDOS,03/21/2022 12:00:00 AM,"2,022",1899-12-31T14:30:00.000,TARDE,LUNES,CORONADO,CALLE 58 CARRERA 35,URBANA,TECNICO,3.54764,-76.30999,GIRAR BRUSCAMENTE,122,MOTOCICLISTA,CHOQUE,26,MASCULINO,LESIONADO,IPS POSITIVA,MOTO,HERO,CALI,PARTICULAR,NO APLICA
HERIDOS,03/21/2022 12:00:00 AM,"2,022",1899-12-31T14:30:00.000,TARDE,LUNES,CORONADO,CALLE 58 CARRERA 35,URBANA,TECNICO,3.54764,-76.30999,GIRAR BRUSCAMENTE,122,MOTOCICLISTA,CHOQUE,53,MASCULINO,LESIONADO,IPS POSITIVA,MOTO,HONDA,BUGA,PARTICULAR,NO APLICA
HERIDOS,03/21/2022 12:00:00 AM,"2,022",1899-12-31T14:30:00.000,TARDE,LUNES,CORONADO,CALLE 58 CARRERA 35,URBANA,TECNICO,3.54764,-76.30999,GIRAR BRUSCAMENTE,122,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,25,FEMENINA,LESIONADO,IPS POSITIVA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
HERIDOS,03/21/2022 12:00:00 AM,"2,022",1899-12-31T20:30:00.000,NOCHE,LUNES,CENTRO POBLADO ROZO,CALLE 10 N 11-55,RURAL,TECNICO,3.61497,-76.38754,POR ESTABLECER,157,MOTOCICLISTA,CHOQUE VALLA,30,MASCULINO,LESIONADO,RAUL,MOTO,HONDA,BUGA,PARTICULAR,NO APLICA
HERIDOS,03/21/2022 12:00:00 AM,"2,022",1899-12-31T23:20:00.000,NOCHE,LUNES,ZAMORANO,CALLE 69B CARRERA 28A,URBANA,TECNICO,3.5566,-76.29231,DESOBEDESER SEÑAL,112,MOTOCICLISTA,CHOQUE,21,MASCULINO,LESIONADO,PALMA,MOTO,SUZUKI,PALMIRA,PARTICULAR,NO APLICA
HERIDOS,03/21/2022 12:00:00 AM,"2,022",1899-12-31T23:20:00.000,NOCHE,LUNES,ZAMORANO,CALLE 69B CARRERA 28A,URBANA,TECNICO,3.5566,-76.29231,DESOBEDESER SEÑAL,112,NO APLICA,CHOQUE,33,FEMENINA,NO APLICA,NO APLICA,MOTO,KIMCO,FUNZA,PARTICULAR,NO APLICA
HERIDOS,03/21/2022 12:00:00 AM,"2,022",1899-12-31T23:20:00.000,NOCHE,LUNES,ZAMORANO,CALLE 69B CARRERA 28A,URBANA,TECNICO,3.5566,-76.29231,DESOBEDESER SEÑAL,112,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,7,FEMENINA,LESIONADO,PALMA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
HERIDOS,03/21/2022 12:00:00 AM,"2,022",1899-12-31T23:50:00.000,NOCHE,LUNES,VERSALLES,CARRERA 27 CALLE 42-43,URBANA,TECNICO,3.53826,-76.29611,PERDIDA DEL CONTROL DEL VEHICULO,157,CONDUCTOR,CHOQUE,21,MASCULINO,LESIONADO,PALMA,CAMPERO,MITSSBISHI,CALI,PARTICULAR,NO APLICA
HERIDOS,03/22/2022 12:00:00 AM,"2,022",1899-12-31T06:05:00.000,MAÑANA,MARTES,LAS FLORES,CALLE 30 CARRERA 1,URBANA,TECNICO,3.52093,-76.27793,NO RESPETAR PRELACION,123,MOTOCICLISTA,CHOQUE,36,FEMENINA,LESIONADO,PALMIRA,MOTO,SUZUKI,PEREIRA,PARTICULAR,NO APLICA
DAÑOS,03/22/2022 12:00:00 AM,"2,022",1899-12-31T14:50:00.000,TARDE,MARTES,PRIMERO DE MAYO,CALLE 41 CARRERA 12,URBANA,TECNICO,3.53634,-76.28493,PONER EN MARCHA VEHICULO SIN PRECAUCION,143,NO APLICA,CHOQUE,27,MASCULINO,NO APLICA,NO APLICA,MOTO,YAMAHA,PRADERA,PARTICULAR,NO APLICA
DAÑOS,03/22/2022 12:00:00 AM,"2,022",1899-12-31T14:50:00.000,TARDE,MARTES,PRIMERO DE MAYO,CALLE 41 CARRERA 12,URBANA,TECNICO,3.53634,-76.28493,PONER EN MARCHA VEHICULO SIN PRECAUCION,143,NO APLICA,CHOQUE,53,MASCULINO,NO APLICA,NO APLICA,CAMIONETA,FORD,PALMIRA,PARTICULAR,NO APLICA
HERIDOS,03/22/2022 12:00:00 AM,"2,022",1899-12-31T22:00:00.000,NOCHE,MARTES,PRADO,CALLE 35 CARRERA 43,URBANA,TECNICO,3.53272,-76.31412,DESOBEDESER SEÑAL,112,MOTOCICLISTA,CHOQUE,36,MASCULINO,LESIONADO,PALMIRA,MOTO,HONDA,CALI,PARTICULAR,NO APLICA
HERIDOS,03/22/2022 12:00:00 AM,"2,022",1899-12-31T22:00:00.000,NOCHE,MARTES,PRADO,CALLE 35 CARRERA 43,URBANA,TECNICO,3.53272,-76.31412,DESOBEDESER SEÑAL,112,NO APLICA,CHOQUE,19,MASCULINO,NO APLICA,NO APLICA,CAMIONETA,RENAULT,CALI,PUBLICO,TRNASP TOUR DEL VALLE
HERIDOS,03/23/2022 12:00:00 AM,"2,022",1899-12-31T11:00:00.000,MAÑANA,MIERCOLES,VIA PALMIRA LA ZAPATA,KM 11 + 400 MTS,RURAL,TECNICO,3.54824,-76.19262,NO ESTAR PENDIENTE DE LA VIA,157,NO APLICA,CHOQUE,47,MASCULINO,NO APLICA,NO APLICA,CAMPERO,HONDA,ARMENIA,PARTICULAR,NO APLICA
HERIDOS,03/23/2022 12:00:00 AM,"2,022",1899-12-31T11:00:00.000,MAÑANA,MIERCOLES,VIA PALMIRA LA ZAPATA,KM 11 + 400 MTS,RURAL,TECNICO,3.54824,-76.19262,NO ESTAR PENDIENTE DE LA VIA,157,MOTOCICLISTA,CHOQUE,22,MASCULINO,LESIONADO,PALMA,MOTO,YAMAHA,CIRCASIA,PARTICULAR,NO APLICA
HERIDOS,03/23/2022 12:00:00 AM,"2,022",1899-12-31T11:00:00.000,MAÑANA,MIERCOLES,VIA PALMIRA LA ZAPATA,KM 11 + 400 MTS,RURAL,TECNICO,3.54824,-76.19262,NO ESTAR PENDIENTE DE LA VIA,157,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,55,MASCULINO,LESIONADO,PALMA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
HERIDOS,03/23/2022 12:00:00 AM,"2,022",1899-12-31T17:00:00.000,TARDE,MIERCOLES,SAN CAYETANO,CARRERA 25 CALLE 39,URBANA,TECNICO,3.53521,-76.29493,NO MANTENER DISTANCIA SEGURIDAD,121,MOTOCICLISTA,CHOQUE,63,MASCULINO,LESIONADO,PALMIRA,MOTO,KIMCO,PALMIRA,PARTICULAR,NO APLICA
HERIDOS,03/23/2022 12:00:00 AM,"2,022",1899-12-31T17:00:00.000,TARDE,MIERCOLES,SAN CAYETANO,CARRERA 25 CALLE 39,URBANA,TECNICO,3.53521,-76.29493,NO MANTENER DISTANCIA SEGURIDAD,121,MOTOCICLISTA,CHOQUE,56,MASCULINO,LESIONADO,RAUL,MOTO,JIANLING,GUACARI,PARTICULAR,NO APLICA
DAÑOS,03/23/2022 12:00:00 AM,"2,022",1899-12-31T16:30:00.000,TARDE,MIERCOLES,CENTRO,CALLE 32 CARRERA 25,URBANA,TECNICO,3.52847,-76.29614,NO ESTAR PENDIENTE DE LA VIA,157,NO APLICA,CHOQUE,34,MASCULINO,NO APLICA,NO APLICA,MOTO,AKT,PRADERA,PARTICULAR,NO APLICA
DAÑOS,03/23/2022 12:00:00 AM,"2,022",1899-12-31T16:30:00.000,TARDE,MIERCOLES,CENTRO,CALLE 32 CARRERA 25,URBANA,TECNICO,3.52847,-76.29614,NO ESTAR PENDIENTE DE LA VIA,157,NO APLICA,CHOQUE,45,FEMENINA,NO APLICA,NO APLICA,CAMIONETA,SUZUKI,CALI,PARTICULAR,NO APLICA
DAÑOS,03/25/2022 12:00:00 AM,"2,022",1899-12-31T10:00:00.000,MAÑANA,VIERNES,CHAPINERO,CARRERA 32 CALLE 16,URBANA,TECNICO,3.51517,-76.30537,NO RESPETAR PRELACION,132,NO APLICA,CHOQUE,26,MASCULINO,NO APLICA,NO APLICA,MOTO,BAJAJ,PRADERA,PARTICULAR,NO APLICA
DAÑOS,03/25/2022 12:00:00 AM,"2,022",1899-12-31T10:00:00.000,MAÑANA,VIERNES,CHAPINERO,CARRERA 32 CALLE 16,URBANA,TECNICO,3.51517,-76.30537,NO RESPETAR PRELACION,132,NO APLICA,CHOQUE,30,MASCULINO,NO APLICA,NO APLICA,CAMION,CHEVROLET,GUACARI,PUBLICO,NO APLICA
HERIDOS,03/25/2022 12:00:00 AM,"2,022",1899-12-31T14:30:00.000,TARDE,VIERNES,PRADO,CALLE 40 CARRERA 40-37,URBANA,TECNICO,3.53642,-76.31062,NO ESTAR PENDIENTE DE LA VIA,157,NO APLICA,CHOQUE,45,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,CALI,PARTICULAR,NO APLICA
HERIDOS,03/25/2022 12:00:00 AM,"2,022",1899-12-31T14:30:00.000,TARDE,VIERNES,PRADO,CALLE 40 CARRERA 40-37,URBANA,TECNICO,3.53642,-76.31062,NO ESTAR PENDIENTE DE LA VIA,157,NO APLICA,CHOQUE,48,MASCULINO,NO APLICA,NO APLICA,MOTO,SUZUKI,PALMIRA,PARTICULAR,NO APLICA
HERIDOS,03/25/2022 12:00:00 AM,"2,022",1899-12-31T14:30:00.000,TARDE,VIERNES,PRADO,CALLE 40 CARRERA 40-37,URBANA,TECNICO,3.53642,-76.31062,NO ESTAR PENDIENTE DE LA VIA,157,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,24,FEMENINA,LESIONADO,PALMA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
HERIDOS,03/25/2022 12:00:00 AM,"2,022",1899-12-31T14:30:00.000,TARDE,VIERNES,PRADO,CALLE 40 CARRERA 40-37,URBANA,TECNICO,3.53642,-76.31062,NO ESTAR PENDIENTE DE LA VIA,157,NO APLICA,CHOQUE,25,MASCULINO,NO APLICA,NO APLICA,MOTO,AKT,PRADERA,PARTICULAR,NO APLICA
HERIDOS,03/25/2022 12:00:00 AM,"2,022",1899-12-31T19:30:00.000,NOCHE,VIERNES,BARRIO NUEVO,CALLE 20 CARRERA 31,URBANA,TECNICO,3.51893,-76.30312,DESOBEDESER SEÑAL,112,MOTOCICLISTA,CHOQUE,54,MASCULINO,LESIONADO,PALMIRA,MOTO,VICTORY,ROLDANILLO,PARTICULAR,NO APLICA
HERIDOS,03/25/2022 12:00:00 AM,"2,022",1899-12-31T19:30:00.000,NOCHE,VIERNES,BARRIO NUEVO,CALLE 20 CARRERA 31,URBANA,TECNICO,3.51893,-76.30312,DESOBEDESER SEÑAL,112,MOTOCICLISTA,CHOQUE,21,MASCULINO,LESIONADO,PALMIRA,MOTO,YAMAHA,CALI,PARTICULAR,NO APLICA
DAÑOS,03/25/2022 12:00:00 AM,"2,022",1899-12-31T18:00:00.000,NOCHE,VIERNES,SESQUI,CARRERA 32 CALLE 10,URBANA,TECNICO,3.50939,-76.30795,ARRANCAR SIN PRECAUCION,145,NO APLICA,CHOQUE,41,FEMENINA,NO APLICA,NO APLICA,AUTOMOVIL,KIA,CALI,PARTICULAR,NO APLICA
DAÑOS,03/25/2022 12:00:00 AM,"2,022",1899-12-31T18:00:00.000,NOCHE,VIERNES,SESQUI,CARRERA 32 CALLE 10,URBANA,TECNICO,3.50939,-76.30795,ARRANCAR SIN PRECAUCION,145,NO APLICA,CHOQUE,24,MASCULINO,NO APLICA,NO APLICA,MOTO,HONDA,BOGOTA,PARTICULAR,NO APLICA
HERIDOS,03/26/2022 12:00:00 AM,"2,022",1899-12-31T06:00:00.000,MAÑANA,SABADO,GUAYACANES INGENIO,CARRERA 17 CALLE 27,URBANA,TECNICO,3.52333,-76.28992,ARRANCAR SIN PRECAUCION,145,MOTOCICLISTA,CHOQUE,53,MASCULINO,LESIONADO,PALMIRA,MOTO,TVS,PRADERA,PARTICULAR,NO APLICA
HERIDOS,05/13/2022 12:00:00 AM,"2,022",1899-12-31T17:30:00.000,TARDE,VIERNES,VIA PALMIRA BARRANCAS,KM 13,RURAL,TECNICO,,,REALIZAR U,146,MOTOCICLISTA,CHOQUE,21,MASCULINO,LESIONADO,PALMIRA,MOTO,AKT,PRADERA,PARTICULAR,NO APLICA
HERIDOS,03/26/2022 12:00:00 AM,"2,022",1899-12-31T06:00:00.000,MAÑANA,SABADO,GUAYACANES INGENIO,CARRERA 17 CALLE 27,URBANA,TECNICO,3.52333,-76.28992,ARRANCAR SIN PRECAUCION,145,NO APLICA,CHOQUE,27,MASCULINO,NO APLICA,NO APLICA,CAMIONETA,RENAULT,BOGOTA,PARTICULAR,NO APLICA
HERIDOS,03/26/2022 12:00:00 AM,"2,022",1899-12-31T09:10:00.000,MAÑANA,SABADO,OBRERO,CALLE 34 CARRERA26,URBANA,TECNICO,3.53088,-76.29663,ARRANCAR SIN PRECAUCION,145,MOTOCICLISTA,CHOQUE,49,MASCULINO,LESIONADO,PALMIRA,MOTO,HONDA,CALI,PARTICULAR,NO APLICA
HERIDOS,03/26/2022 12:00:00 AM,"2,022",1899-12-31T09:10:00.000,MAÑANA,SABADO,OBRERO,CALLE 34 CARRERA26,URBANA,TECNICO,3.53088,-76.29663,ARRANCAR SIN PRECAUCION,145,MOTOCICLISTA,CHOQUE,35,MASCULINO,LESIONADO,PALMIRA,MOTO,BAJAJ,FLORIDA,PARTICULAR,NO APLICA
HERIDOS,03/26/2022 12:00:00 AM,"2,022",1899-12-31T09:10:00.000,MAÑANA,SABADO,OBRERO,CALLE 34 CARRERA26,URBANA,TECNICO,3.53088,-76.29663,ARRANCAR SIN PRECAUCION,145,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,29,FEMENINA,LESIONADO,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
DAÑOS,03/26/2022 12:00:00 AM,"2,022",1899-12-31T08:50:00.000,MAÑANA,SABADO,ESTONIA,CALLE 47 CARRERA 32 -01,URBANA,TECNICO,3.54233,-76.30075,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,27,FEMENINA,NO APLICA,NO APLICA,MOTO,TVS,PALMIRA,PARTICULAR,NO APLICA
DAÑOS,03/26/2022 12:00:00 AM,"2,022",1899-12-31T08:50:00.000,MAÑANA,SABADO,ESTONIA,CALLE 47 CARRERA 32 -01,URBANA,TECNICO,3.54233,-76.30075,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,58,MASCULINO,NO APLICA,NO APLICA,CAMIONETA,CHEVROLET,CALI,PARTICULAR,NO APLICA
DAÑOS,03/27/2022 12:00:00 AM,"2,022",1899-12-31T07:10:00.000,MAÑANA,DOMINGO,ZAMORANO,DIAGONAL 63 CARRERA 33 -10,URBANA,TECNICO,3.55756,-76.30087,TRANSITAR EN CONTRA VIA,127,NO APLICA,CHOQUE,48,MASCULINO,NO APLICA,NO APLICA,CAMIONETA,HYUNDAI,PALMIRA,PARTICULAR,NO APLICA
DAÑOS,03/27/2022 12:00:00 AM,"2,022",1899-12-31T07:10:00.000,MAÑANA,DOMINGO,ZAMORANO,DIAGONAL 63 CARRERA 33 -10,URBANA,TECNICO,3.55756,-76.30087,TRANSITAR EN CONTRA VIA,127,NO APLICA,CHOQUE,59,MASCULINO,NO APLICA,NO APLICA,MOTO,HERO,FLORIDA,PARTICULAR,NO APLICA
DAÑOS,03/27/2022 12:00:00 AM,"2,022",1899-12-31T00:40:00.000,MADRUGADA,DOMINGO,COLOMBIA,CALLE 39 CARRERA 33,URBANA,TECNICO,3.5363,-76.30252,TRANSITAR EN CONTRA VIA,127,NO APLICA,CHOQUE,51,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PALMIRA,PARTICULAR,NO APLICA
DAÑOS,03/27/2022 12:00:00 AM,"2,022",1899-12-31T00:40:00.000,MADRUGADA,DOMINGO,COLOMBIA,CALLE 39 CARRERA 33,URBANA,TECNICO,3.5363,-76.30252,TRANSITAR EN CONTRA VIA,127,NO APLICA,CHOQUE,39,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PALMIRA,PUBLICO,COOTRANSPAL
DAÑOS,03/28/2022 12:00:00 AM,"2,022",1899-12-31T07:00:00.000,MAÑANA,LUNES,RINCON DEL BOSQUE,CALLE 31 CARRERA 9,URBANA,TECNICO,3.52592,-76.28335,TRANSITA POR CICLCO RUTA,122,NO APLICA,CHOQUE,60,MASCULINO,NO APLICA,NO APLICA,MOTO,BAJAJ,TULUA,PARTICULAR,NO APLICA
DAÑOS,03/28/2022 12:00:00 AM,"2,022",1899-12-31T07:00:00.000,MAÑANA,LUNES,RINCON DEL BOSQUE,CALLE 31 CARRERA 9,URBANA,TECNICO,3.52592,-76.28335,TRANSITA POR CICLCO RUTA,122,NO APLICA,CHOQUE,37,FEMENINA,NO APLICA,NO APLICA,AUTOMOVIL,KIA,PALMIRA,PARTICULAR,NO APLICA
HERIDOS,03/26/2022 12:00:00 AM,"2,022",1899-12-31T14:30:00.000,TARDE,SABADO,CENTRO,CALLE 28 CARRERA 31,URBANA,TECNICO,3.52574,-76.30195,SEMAFORO EN ROJO,142,MOTOCICLISTA,CHOQUE,29,MASCULINO,LESIONADO,PALMIRA,MOTO,SUZUKI,FLORIDA,PARTICULAR,NO APLICA
HERIDOS,03/26/2022 12:00:00 AM,"2,022",1899-12-31T14:30:00.000,TARDE,SABADO,CENTRO,CALLE 28 CARRERA 31,URBANA,TECNICO,3.52574,-76.30195,SEMAFORO EN ROJO,142,NO APLICA,CHOQUE,26,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,KIA,CALI,PARTICULAR,NO APLICA
HERIDOS,03/26/2022 12:00:00 AM,"2,022",1899-12-31T20:20:00.000,NOCHE,SABADO,LA CONCORDIA,CALLE 36 CARRERA 39,URBANA,TECNICO,3.53344,-76.30897,TRANSITAR EN CONTRA VIA,127,NO APLICA,CHOQUE,31,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,FORD,CALI,PARTICULAR,NO APLICA
HERIDOS,03/26/2022 12:00:00 AM,"2,022",1899-12-31T20:20:00.000,NOCHE,SABADO,LA CONCORDIA,CALLE 36 CARRERA 39,URBANA,TECNICO,3.53344,-76.30897,TRANSITAR EN CONTRA VIA,127,MOTOCICLISTA,CHOQUE,60,MASCULINO,LESIONADO,PALMIRA,MOTO,BAJAJ,PALMIRA,PARTICULAR,NO APLICA
HERIDOS,03/26/2022 12:00:00 AM,"2,022",1899-12-31T20:20:00.000,NOCHE,SABADO,LA CONCORDIA,CALLE 36 CARRERA 39,URBANA,TECNICO,3.53344,-76.30897,TRANSITAR EN CONTRA VIA,127,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,21,FEMENINA,LESIONADO,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
HERIDOS,03/28/2022 12:00:00 AM,"2,022",1899-12-31T12:00:00.000,TARDE,LUNES,BIZERTA,CALLE 36 CARRERA 22,URBANA,TECNICO,3.53219,-76.29315,IMPERICIA EN EL MANEJO,139,MOTOCICLISTA,CHOQUE,16,MASCULINO,LESIONADO,PALMA,MOTO,YAMAHA,PRADERA,PARTICULAR,NO APLICA
HERIDOS,03/28/2022 12:00:00 AM,"2,022",1899-12-31T12:00:00.000,TARDE,LUNES,BIZERTA,CALLE 36 CARRERA 22,URBANA,TECNICO,3.53219,-76.29315,IMPERICIA EN EL MANEJO,139,NO APLICA,CHOQUE,81,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,SUZUKI,EL CERRITO,PARTICULAR,NO APLICA
DAÑOS,03/28/2022 12:00:00 AM,"2,022",1899-12-31T14:00:00.000,TARDE,LUNES,ZAMORANO,CARRERA 28 CALLE 70,URBANA,TECNICO,3.5573,-76.29127,ADELANTAR ZONA PROHIBIDAD,105,NO APLICA,CHOQUE,43,MASCULINO,NO APLICA,NO APLICA,MOTO,HONDA,PALMIRA,PARTICULAR,NO APLICA
DAÑOS,03/28/2022 12:00:00 AM,"2,022",1899-12-31T14:00:00.000,TARDE,LUNES,ZAMORANO,CARRERA 28 CALLE 70,URBANA,TECNICO,3.5573,-76.29127,ADELANTAR ZONA PROHIBIDAD,105,NO APLICA,CHOQUE,50,MASCULINO,NO APLICA,NO APLICA,BUS,HINO,GUACARI,PUBLICO,NO APLICA
DAÑOS,03/28/2022 12:00:00 AM,"2,022",1899-12-31T16:30:00.000,TARDE,LUNES,SIMON BOLIVAR,CARRERA 38 CALLE 55,URBANA,TECNICO,3.54684,-76.31015,NO RESPETAR PRELACION,123,NO APLICA,CHOQUE,45,MASCULINO,NO APLICA,NO APLICA,CAMIONETA,NISSAN,CALI,PARTICULAR,NO APLICA
