CLASE ACCIDENTE,FECHA,AÑO,HORA,JORNADA,DIA_SEMANA,BARRIOS-CORREGIMIENTO- VIA,DIRECCION,ZONA,AUTORIDAD,LAT,LONG,HIPOTESIS,CODIGO,CONDICION DE LA VICTIMA,GRAVEDAD,EDAD,GENERO,LESIONADOS Y MUERTOS,CLINICA,CLASE VEHICULO,MARCA,MATRICULA,TIPO DE SERVICIO,EMPRESA
DAÑOS,02/12/2022 12:00:00 AM,"2,022",1899-12-31T13:50:00.000,TARDE,SABADO,SAMANES,CALLE 47 CARRERA 35,URBANA,TECNICO,3.53886,-76.30666,ADELANTAR CERRANDO,143,NO APLICA,CHOQUE,45,MASCULINO,NO APLICA,NO APLICA,CAMION,HINO,FUNZA,PARTICULAR,NO APLICA
DAÑOS,02/12/2022 12:00:00 AM,"2,022",1899-12-31T13:50:00.000,TARDE,SABADO,SAMANES,CALLE 47 CARRERA 35,URBANA,TECNICO,3.53886,-76.30666,ADELANTAR CERRANDO,143,NO APLICA,CHOQUE,33,FEMENINA,NO APLICA,NO APLICA,AUTOMOVIL,FORD,CALI,PARTICULAR,NO APLICA
DAÑOS,02/12/2022 12:00:00 AM,"2,022",1899-12-31T13:40:00.000,TARDE,SABADO,ITALIA,CALLE 6 CARRERA 129-90,URBANA,TECNICO,3.50543,-76.29692,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,29,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PALMIRA,PARTICULAR,NO APLICA
DAÑOS,02/12/2022 12:00:00 AM,"2,022",1899-12-31T13:40:00.000,TARDE,SABADO,ITALIA,CALLE 6 CARRERA 129-90,URBANA,TECNICO,3.50543,-76.29692,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,48,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,FUNZA,PARTICULAR,NO APLICA
DAÑOS,02/12/2022 12:00:00 AM,"2,022",1899-12-31T13:40:00.000,TARDE,SABADO,ITALIA,CALLE 6 CARRERA 129-90,URBANA,TECNICO,3.50543,-76.29692,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,26,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PALMIRA,PARTICULAR,NO APLICA
HERIDOS,02/12/2022 12:00:00 AM,"2,022",1899-12-31T14:05:00.000,TARDE,SABADO,RIVERA ESCOBAR,CARRERA 35 CALLE 32 A,URBANA,TECNICO,3.53036,-76.3054,PONER EN MARCHA VEHICULO SIN PRECAUCION,143,MOTOCICLISTA,CHOQUE,41,MASCULINO,LESIONADO,PALMIRA,MOTO,KIMCO,GUACARI,PARTICULAR,NO APLICA
HERIDOS,02/12/2022 12:00:00 AM,"2,022",1899-12-31T14:05:00.000,TARDE,SABADO,RIVERA ESCOBAR,CARRERA 35 CALLE 32 A,URBANA,TECNICO,3.53036,-76.3054,PONER EN MARCHA VEHICULO SIN PRECAUCION,143,NO APLICA,CHOQUE,50,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,MAZDA,CALI,PARTICULAR,NO APLICA
DAÑOS,02/14/2022 12:00:00 AM,"2,022",1899-12-31T08:30:00.000,MAÑANA,LUNES,VERSALLES,CALLE 42 CARRERA 30A,URBANA,TECNICO,3.53823,-76.29945,GIRAR BRUSCAMENTE,122,NO APLICA,CHOQUE,18,MASCULINO,NO APLICA,NO APLICA,MOTO,AKT,GUACARI,PARTICULAR,NO APLICA
DAÑOS,02/14/2022 12:00:00 AM,"2,022",1899-12-31T08:30:00.000,MAÑANA,LUNES,VERSALLES,CALLE 42 CARRERA 30A,URBANA,TECNICO,3.53823,-76.29945,GIRAR BRUSCAMENTE,122,NO APLICA,CHOQUE,60,MASCULINO,NO APLICA,NO APLICA,MICROBUS,VOLKWAGEN,FUSAGASUGA,PUBLICO,METROPOLITANA ESPECIALES
DAÑOS,02/14/2022 12:00:00 AM,"2,022",1899-12-31T12:50:00.000,TARDE,LUNES,AEROPUERTO,PRIMER PISO,RURAL,TECNICO,3.53489,-76.38763,REVERSO IMPRUDENTE,134,NO APLICA,CHOQUE,48,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,MAZDA,CALI,PARTICULAR,NO APLICA
DAÑOS,02/14/2022 12:00:00 AM,"2,022",1899-12-31T12:50:00.000,TARDE,LUNES,AEROPUERTO,PRIMER PISO,RURAL,TECNICO,3.53489,-76.38763,REVERSO IMPRUDENTE,134,NO APLICA,CHOQUE,31,MASCULINO,NO APLICA,NO APLICA,CAMIONETA,NISSAN,CALI,PARTICULAR,NO APLICA
DAÑOS,02/14/2022 12:00:00 AM,"2,022",1899-12-31T17:00:00.000,TARDE,LUNES,LOS MANGOS,CALLE 70 CARRERA 31,URBANA,TECNICO,3.55837,-76.29567,NO SABER MANIOBRAR EN UNA SITUACION DE PELIGRO,127,NO APLICA,CHOQUE,37,MASCULINO,NO APLICA,NO APLICA,BUS,HINO,CAJICA,PUBLICO,NO APLICA
DAÑOS,02/14/2022 12:00:00 AM,"2,022",1899-12-31T17:00:00.000,TARDE,LUNES,LOS MANGOS,CALLE 70 CARRERA 31,URBANA,TECNICO,3.55837,-76.29567,NO SABER MANIOBRAR EN UNA SITUACION DE PELIGRO,127,NO APLICA,CHOQUE,28,FEMENINA,NO APLICA,NO APLICA,AUTOMOVIL,SUZUKI,CALI,PARTICULAR,NO APLICA
HERIDOS,02/12/2022 12:00:00 AM,"2,022",1899-12-31T22:20:00.000,NOCHE,SABADO,COLOMBIA,CALLE 36 CARRERA 31,URBANA,TECNICO,3.5332,-76.30065,NO RESPETAR PRELACION,132,MOTOCICLISTA,CHOQUE,38,MASCULINO,LESIONADO,PALMA,MOTO,HONDA,GUACARI,PARTICULAR,NO APLICA
HERIDOS,02/12/2022 12:00:00 AM,"2,022",1899-12-31T22:20:00.000,NOCHE,SABADO,COLOMBIA,CALLE 36 CARRERA 31,URBANA,TECNICO,3.5332,-76.30065,NO RESPETAR PRELACION,132,NO APLICA,CHOQUE,33,MASCULINO,NO APLICA,NO APLICA,CAMIONETA,MAZDA,GUACARI,PARTICULAR,NO APLICA
HERIDOS,02/12/2022 12:00:00 AM,"2,022",1899-12-31T22:20:00.000,NOCHE,SABADO,COLOMBIA,CALLE 36 CARRERA 31,URBANA,TECNICO,3.5332,-76.30065,NO RESPETAR PRELACION,132,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,11,FEMENINA,LESIONADO,PALMA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
HERIDOS,02/13/2022 12:00:00 AM,"2,022",1899-12-31T01:50:00.000,MADRUGADA,DOMINGO,CENTRO,CARRERA 33A CALLE 27 -28,URBANA,TECNICO,3.52568,-76.30449,PERDIDA DEL CONTROL DEL VEHICULO,157,MOTOCICLISTA,CHOQUE ARBOL,27,MASCULINO,LESIONADO,PALMIRA,MOTO,HONDA,FLORIDA,PARTICULAR,NO APLICA
HERIDOS,02/15/2022 12:00:00 AM,"2,022",1899-12-31T13:00:00.000,TARDE,MARTES,COLOMBIA,CARRERA 31 CALLE 35,URBANA,TECNICO,3.53236,-76.30079,DESOBEDESER SEÑAL,112,MOTOCICLISTA,CHOQUE,30,FEMENINA,LESIONADO,PALMIRA,MOTO,AKT,PRADERA,PARTICULAR,NO APLICA
HERIDOS,02/15/2022 12:00:00 AM,"2,022",1899-12-31T13:00:00.000,TARDE,MARTES,COLOMBIA,CARRERA 31 CALLE 35,URBANA,TECNICO,3.53236,-76.30079,DESOBEDESER SEÑAL,112,NO APLICA,CHOQUE,20,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,JAMUNDI,PARTICULAR,NO APLICA
DAÑOS,02/15/2022 12:00:00 AM,"2,022",1899-12-31T14:40:00.000,TARDE,MARTES,PRIMERO DE MAYO,CALLE 42 CARRERA 19,URBANA,TECNICO,3.53716,-76.29049,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,30,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,CALI,PARTICULAR,NO APLICA
DAÑOS,02/15/2022 12:00:00 AM,"2,022",1899-12-31T14:40:00.000,TARDE,MARTES,PRIMERO DE MAYO,CALLE 42 CARRERA 19,URBANA,TECNICO,3.53716,-76.29049,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,32,MASCULINO,NO APLICA,NO APLICA,CAMPERO,NISSAN,CALI,PARTICULAR,NO APLICA
HERIDOS,02/15/2022 12:00:00 AM,"2,022",1899-12-31T18:15:00.000,NOCHE,MARTES,URIBE,CALLE 33 CARRERA 20,URBANA,TECNICO,3.52934,-76.29175,PONER EN MARCHA VEHICULO SIN PRECAUCION,143,MOTOCICLISTA,CHOQUE,37,FEMENINA,LESIONADO,RAUL,MOTO,JIANLING,PRADERA,PARTICULAR,NO APLICA
HERIDOS,02/15/2022 12:00:00 AM,"2,022",1899-12-31T18:15:00.000,NOCHE,MARTES,URIBE,CALLE 33 CARRERA 20,URBANA,TECNICO,3.52934,-76.29175,PONER EN MARCHA VEHICULO SIN PRECAUCION,143,NO APLICA,CHOQUE,61,MASCULINO,NO APLICA,NO APLICA,CAMIONETA,HYUNDAI,PALMIRA,PARTICULAR,NO APLICA
HERIDOS,02/16/2022 12:00:00 AM,"2,022",1899-12-31T10:15:00.000,MAÑANA,MIERCOLES,VERSALLES,CALLE 42 CARRERA 30,URBANA,TECNICO,3.53806,-76.2988,PERDIDA DEL CONTROL DEL VEHICULO,157,MOTOCICLISTA,VOLCAMIENTO,40,MASCULINO,LESIONADO,SANTA BARBARA,MOTO,SUZUKI,PALMIRA,PARTICULAR,NO APLICA
DAÑOS,02/16/2022 12:00:00 AM,"2,022",1899-12-31T19:00:00.000,NOCHE,MIERCOLES,RIVERA ESCOBAR,CARRERA 36 CALLE 30-54,URBANA,TECNICO,3.52782,-76.30683,ESTACIONAR SIN SEGURIDAD,125,NO APLICA,CHOQUE,43,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,CALI,PARTICULAR,NO APLICA
DAÑOS,02/16/2022 12:00:00 AM,"2,022",1899-12-31T19:00:00.000,NOCHE,MIERCOLES,RIVERA ESCOBAR,CARRERA 36 CALLE 30-54,URBANA,TECNICO,3.52782,-76.30683,ESTACIONAR SIN SEGURIDAD,125,NO APLICA,CHOQUE,30,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,MAZDA,BOGOTA,PARTICULAR,NO APLICA
HERIDOS,02/17/2022 12:00:00 AM,"2,022",1899-12-31T07:00:00.000,MAÑANA,JUEVES,SAN PEDRO,CALLE 35 CARRERA 19,URBANA,TECNICO,3.53099,-76.29043,SEMAFORO EN ROJO,142,MOTOCICLISTA,CHOQUE,20,MASCULINO,LESIONADO,IPS POSITIVA,MOTO,AKT,PRADERA,PARTICULAR,NO APLICA
HERIDOS,02/17/2022 12:00:00 AM,"2,022",1899-12-31T07:00:00.000,MAÑANA,JUEVES,SAN PEDRO,CALLE 35 CARRERA 19,URBANA,TECNICO,3.53099,-76.29043,SEMAFORO EN ROJO,142,CICLISTA,CHOQUE,22,MASCULINO,LESIONADO,IPS POSITIVA,BICICLETA,NO APLICA,NO APLICA,PARTICULAR,NO APLICA
HERIDOS,02/17/2022 12:00:00 AM,"2,022",1899-12-31T07:00:00.000,MAÑANA,JUEVES,SAN PEDRO,CALLE 35 CARRERA 19,URBANA,TECNICO,3.53099,-76.29043,SEMAFORO EN ROJO,142,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,7,FEMENINA,LESIONADO,IPS POSITIVA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
DAÑOS,02/17/2022 12:00:00 AM,"2,022",1899-12-31T09:00:00.000,MAÑANA,JUEVES,SANTA ISABEL,CARRERA 28 CALLE 43-43A,URBANA,TECNICO,3.53886,-76.2972,ADELANTAR CERRANDO,103,NO APLICA,CHOQUE,29,MASCULINO,NO APLICA,NO APLICA,BUSETA,AGRALE,GUACARI,PUBLICO,COODETRANS PALMIRA
DAÑOS,02/17/2022 12:00:00 AM,"2,022",1899-12-31T09:00:00.000,MAÑANA,JUEVES,SANTA ISABEL,CARRERA 28 CALLE 43-43A,URBANA,TECNICO,3.53886,-76.2972,ADELANTAR CERRANDO,103,NO APLICA,CHOQUE,52,MASCULINO,NO APLICA,NO APLICA,BUS,VOLKWAGEN,CAJICA,PUBLICO,COODETRANS PALMIRA
DAÑOS,02/17/2022 12:00:00 AM,"2,022",1899-12-31T09:50:00.000,MAÑANA,JUEVES,SANTA TERESITA,CALLE 47 CARRERA 35,URBANA,TECNICO,3.5426,-76.30737,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,72,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,FUNZA,PARTICULAR,NO APLICA
DAÑOS,02/17/2022 12:00:00 AM,"2,022",1899-12-31T09:50:00.000,MAÑANA,JUEVES,SANTA TERESITA,CALLE 47 CARRERA 35,URBANA,TECNICO,3.5426,-76.30737,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,28,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PALMIRA,PARTICULAR,NO APLICA
DAÑOS,02/17/2022 12:00:00 AM,"2,022",1899-12-31T11:30:00.000,MAÑANA,JUEVES,CENTRO POBLADO LA TORRE,CALLE 10 N 18A-117,URBANA,TECNICO,3.61822,-76.42142,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,30,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,CALI,PARTICULAR,NO APLICA
DAÑOS,02/17/2022 12:00:00 AM,"2,022",1899-12-31T11:30:00.000,MAÑANA,JUEVES,CENTRO POBLADO LA TORRE,CALLE 10 N 18A-117,URBANA,TECNICO,3.61822,-76.42142,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,53,MASCULINO,NO APLICA,NO APLICA,MICROBUS,CHEVROLET,PALMIRA,PUBLICO,GAVIOTA
DAÑOS,02/17/2022 12:00:00 AM,"2,022",1899-12-31T16:20:00.000,TARDE,JUEVES,ALTAMIRA,CARRERA 27 CALLE 46 -26,URBANA,TECNICO,3.54149,-76.29566,TRANSITAR CON PUERTA ABIERTA,154,NO APLICA,CHOQUE,45,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,MAZDA,PRADERA,PARTICULAR,NO APLICA
DAÑOS,02/17/2022 12:00:00 AM,"2,022",1899-12-31T16:20:00.000,TARDE,JUEVES,ALTAMIRA,CARRERA 27 CALLE 46 -26,URBANA,TECNICO,3.54149,-76.29566,TRANSITAR CON PUERTA ABIERTA,154,NO APLICA,CHOQUE,39,MASCULINO,NO APLICA,NO APLICA,BUS,HINO,TULUA,PUBLICO,NO APLICA
DAÑOS,02/19/2022 12:00:00 AM,"2,022",1899-12-31T04:00:00.000,MADRUGADA,SABADO,SAMANES,CARRERA 28 CALLE 49-87,URBANA,TECNICO,3.54423,-76.29634,IMPERICIA EN EL MANEJO,139,NO APLICA,CHOQUE POSTE,42,MASCULINO,NO APLICA,NO APLICA,MOTO,AKT,PALMIRA,PARTICULAR,NO APLICA
HERIDOS,02/19/2022 12:00:00 AM,"2,022",1899-12-31T07:00:00.000,MAÑANA,SABADO,GAITAN,CARRERA 32A CALLE 41,URBANA,TECNICO,3.53768,-76.30144,DESOBEDESER SEÑAL,112,NO APLICA,CHOQUE,28,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PALMIRA,PARTICULAR,NO APLICA
HERIDOS,02/19/2022 12:00:00 AM,"2,022",1899-12-31T07:00:00.000,MAÑANA,SABADO,GAITAN,CARRERA 32A CALLE 41,URBANA,TECNICO,3.53768,-76.30144,DESOBEDESER SEÑAL,112,MOTOCICLISTA,CHOQUE,20,MASCULINO,LESIONADO,IPS POSITIVA,MOTO,HONDA,PRADERA,PARTICULAR,NO APLICA
HERIDOS,02/19/2022 12:00:00 AM,"2,022",1899-12-31T07:00:00.000,MAÑANA,SABADO,GAITAN,CARRERA 32A CALLE 41,URBANA,TECNICO,3.53768,-76.30144,DESOBEDESER SEÑAL,112,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,46,FEMENINA,LESIONADO,IPS POSITIVA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
HERIDOS,02/19/2022 12:00:00 AM,"2,022",1899-12-31T07:00:00.000,MAÑANA,SABADO,GAITAN,CARRERA 32A CALLE 41,URBANA,TECNICO,3.53768,-76.30144,DESOBEDESER SEÑAL,112,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,20,FEMENINA,LESIONADO,IPS POSITIVA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
HERIDOS,02/19/2022 12:00:00 AM,"2,022",1899-12-31T10:45:00.000,MAÑANA,SABADO,RIVERA ESCOBAR,CALLE 31 CARRERA 31-74,URBANA,TECNICO,3.52841,-76.30179,ADELANTAR EN ZONA PROHIBIDA,105,NO APLICA,CHOQUE,35,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,HYUNDAI,CORDOBA,PARTICULAR,NO APLICA
HERIDOS,02/19/2022 12:00:00 AM,"2,022",1899-12-31T10:45:00.000,MAÑANA,SABADO,RIVERA ESCOBAR,CALLE 31 CARRERA 31-74,URBANA,TECNICO,3.52841,-76.30179,ADELANTAR EN ZONA PROHIBIDA,105,MOTOCICLISTA,CHOQUE,24,MASCULINO,LESIONADO,PALMIRA,MOTO,YAMAHA,PRADERA,PARTICULAR,NO APLICA
HERIDOS,02/19/2022 12:00:00 AM,"2,022",1899-12-31T10:45:00.000,MAÑANA,SABADO,RIVERA ESCOBAR,CALLE 31 CARRERA 31-74,URBANA,TECNICO,3.52841,-76.30179,ADELANTAR EN ZONA PROHIBIDA,105,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,20,FEMENINA,LESIONADO,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
HERIDOS,02/19/2022 12:00:00 AM,"2,022",1899-12-31T16:30:00.000,TARDE,SABADO,CENTRO,CALLE 32 CARRERA 33-69,URBANA,TECNICO,3.52948,-76.30315,CAIDA DE ARBOL,157,MOTOCICLISTA,OTRO CAIDA DE ARBOL,30,MASCULINO,LESIONADO,PALMIRA,MOTO,AKT,PRADERA,PARTICULAR,NO APLICA
HERIDOS,02/19/2022 12:00:00 AM,"2,022",1899-12-31T16:30:00.000,TARDE,SABADO,CENTRO,CALLE 32 CARRERA 33-69,URBANA,TECNICO,3.52948,-76.30315,CAIDA DE ARBOL,157,ACOMPAÑANTE MOTOCICLISTA,OTRO CAIDA DE ARBOL,20,FEMENINA,LESIONADO,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
MUERTO,02/20/2022 12:00:00 AM,"2,022",1899-12-31T09:30:00.000,MAÑANA,DOMINGO,VIA CORONADO ROZO,500 MTS,RURAL,TECNICO,3.56381,-76.31033,POR ESTABLECER,157,MOTOCICLISTA,CHOQUE ARBOL,26,MASCULINO,MUERTO,NO APLICA,MOTO,TVS,FLORIDA,PARTICULAR,NO APLICA
HERIDOS,02/20/2022 12:00:00 AM,"2,022",1899-12-31T12:53:00.000,TARDE,DOMINGO,OBRERO,CALLE 33 CARRERA 24,URBANA,TECNICO,3.52986,-76.29517,DESOBEDESER SEÑAL,112,MOTOCICLISTA,CHOQUE,39,MASCULINO,LESIONADO,PALMIRA,MOTO,SUZUKI,PRADERA,PARTICULAR,NO APLICA
HERIDOS,02/20/2022 12:00:00 AM,"2,022",1899-12-31T12:53:00.000,TARDE,DOMINGO,OBRERO,CALLE 33 CARRERA 24,URBANA,TECNICO,3.52986,-76.29517,DESOBEDESER SEÑAL,112,MOTOCICLISTA,CHOQUE,34,MASCULINO,LESIONADO,IPS POSITIVA,MOTO,HONDA,BUGA,PARTICULAR,NO APLICA
HERIDOS,02/20/2022 12:00:00 AM,"2,022",1899-12-31T12:53:00.000,TARDE,DOMINGO,OBRERO,CALLE 33 CARRERA 24,URBANA,TECNICO,3.52986,-76.29517,DESOBEDESER SEÑAL,112,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,70,FEMENINA,LESIONADO,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
HERIDOS,02/20/2022 12:00:00 AM,"2,022",1899-12-31T16:40:00.000,TARDE,DOMINGO,ITALIA,CARRERA 29 CALLE 6,URBANA,TECNICO,3.50563,-76.30203,PONER EN MARCHA VEHICULO SIN PRECAUCION,143,MOTOCICLISTA,CHOQUE,35,MASCULINO,LESIONADO,IPS POSITIVA,MOTO,YAMAHA,PRADERA,PARTICULAR,NO APLICA
HERIDOS,02/20/2022 12:00:00 AM,"2,022",1899-12-31T16:40:00.000,TARDE,DOMINGO,ITALIA,CARRERA 29 CALLE 6,URBANA,TECNICO,3.50563,-76.30203,PONER EN MARCHA VEHICULO SIN PRECAUCION,143,NO APLICA,CHOQUE,50,MASCULINO,NO APLICA,NO APLICA,MOTO,HERO,FLORIDA,PARTICULAR,NO APLICA
HERIDOS,02/20/2022 12:00:00 AM,"2,022",1899-12-31T18:30:00.000,NOCHE,DOMINGO,VIA PALMIRA TIENDA NUEVA,KM 9 + 293 MTS,RURAL,TECNICO,3.5553,-76.23811,PERDIDA DEL CONTROL DEL VEHICULO,157,NO APLICA,ATROPELLO,48,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,MAZDA,CALI,PARTICULAR,NO APLICA
HERIDOS,02/20/2022 12:00:00 AM,"2,022",1899-12-31T18:30:00.000,NOCHE,DOMINGO,VIA PALMIRA TIENDA NUEVA,KM 9 + 293 MTS,RURAL,TECNICO,3.5553,-76.23811,PERDIDA DEL CONTROL DEL VEHICULO,157,PEATON,ATROPELLO,56,FEMENINA,LESIONADO,RAUL,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
DAÑOS,02/20/2022 12:00:00 AM,"2,022",1899-12-31T17:00:00.000,TARDE,DOMINGO,VIA PALMIRA TIENDA NUEVA,KM 2 + 300 MTS,RURAL,TECNICO,3.54788,-76.25815,IMPERICIA EN EL MANEJO,139,NO APLICA,CHOQUE,30,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,BMW,BOGOTA,PARTICULAR,NO APLICA
DAÑOS,02/20/2022 12:00:00 AM,"2,022",1899-12-31T17:00:00.000,TARDE,DOMINGO,VIA PALMIRA TIENDA NUEVA,KM 2 + 300 MTS,RURAL,TECNICO,3.54788,-76.25815,IMPERICIA EN EL MANEJO,139,NO APLICA,CHOQUE,36,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,MAZDA,ARMENIA,PARTICULAR,NO APLICA
HERIDOS,02/21/2022 12:00:00 AM,"2,022",1899-12-31T10:30:00.000,MAÑANA,LUNES,GUAYACANES INGENIO,CARRERA 17 CALLE 26,URBANA,TECNICO,3.52271,-76.28997,GIRAR BRUSCAMENTE,122,NO APLICA,CHOQUE,56,MASCULINO,NO APLICA,NO APLICA,CAMIONETA,CHEVROLET,QUIMBAYA,PARTICULAR,NO APLICA
HERIDOS,02/21/2022 12:00:00 AM,"2,022",1899-12-31T10:30:00.000,MAÑANA,LUNES,GUAYACANES INGENIO,CARRERA 17 CALLE 26,URBANA,TECNICO,3.52271,-76.28997,GIRAR BRUSCAMENTE,122,MOTOCICLISTA,CHOQUE,18,FEMENINA,LESIONADO,PALMIRA,MOTO,SUZUKI,PRADERA,PARTICULAR,NO APLICA
HERIDOS,02/21/2022 12:00:00 AM,"2,022",1899-12-31T12:30:00.000,TARDE,LUNES,SESQUI,CARRERA 32 CALLE 8 -10,URBANA,TECNICO,3.50933,-76.30804,DESOBEDESER SEÑAL,112,MOTOCICLISTA,CHOQUE,67,MASCULINO,LESIONADO,PALMIRA,MOTO,HONDA,CALI,PARTICULAR,NO APLICA
HERIDOS,02/21/2022 12:00:00 AM,"2,022",1899-12-31T12:30:00.000,TARDE,LUNES,SESQUI,CARRERA 32 CALLE 8 -10,URBANA,TECNICO,3.50933,-76.30804,DESOBEDESER SEÑAL,112,NO APLICA,CHOQUE,49,MASCULINO,NO APLICA,NO APLICA,CAMIONETA,CHEVROLET,PASTO,PARTICULAR,NO APLICA
HERIDOS,02/21/2022 12:00:00 AM,"2,022",1899-12-31T12:30:00.000,TARDE,LUNES,SESQUI,CARRERA 32 CALLE 8 -10,URBANA,TECNICO,3.50933,-76.30804,DESOBEDESER SEÑAL,112,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,17,FEMENINA,LESIONADO,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
DAÑOS,02/21/2022 12:00:00 AM,"2,022",1899-12-31T13:40:00.000,TARDE,LUNES,INDUSTRIA,CALLE 42 CARRERA 35,URBANA,TECNICO,3.53877,-76.30604,NO RESPETAR PRELACION,123,NO APLICA,CHOQUE,49,MASCULINO,NO APLICA,NO APLICA,MOTO,BAJAJ,CALI,PARTICULAR,NO APLICA
DAÑOS,02/21/2022 12:00:00 AM,"2,022",1899-12-31T13:40:00.000,TARDE,LUNES,INDUSTRIA,CALLE 42 CARRERA 35,URBANA,TECNICO,3.53877,-76.30604,NO RESPETAR PRELACION,123,NO APLICA,CHOQUE,35,FEMENINA,NO APLICA,NO APLICA,AUTOMOVIL,MAZDA,BELLO,PARTICULAR,NO APLICA
HERIDOS,02/21/2022 12:00:00 AM,"2,022",1899-12-31T14:10:00.000,TARDE,LUNES,JARDIN,CARRERA 1 CALLE 33B-01,URBANA,TECNICO,3.52917,-76.2773,CAMBIAR CARRIL SIN OBSERVAR,157,NO APLICA,CHOQUE,67,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,KIA,PALMIRA,PUBLICO,PALMERAS
HERIDOS,02/21/2022 12:00:00 AM,"2,022",1899-12-31T14:10:00.000,TARDE,LUNES,JARDIN,CARRERA 1 CALLE 33B-01,URBANA,TECNICO,3.52917,-76.2773,CAMBIAR CARRIL SIN OBSERVAR,157,CICLISTA,CHOQUE,60,MASCULINO,LESIONADO,PALMIRA,BICICLETA,NO APLICA,NO APLICA,PARTICULAR,NO APLICA
HERIDOS,02/21/2022 12:00:00 AM,"2,022",1899-12-31T16:15:00.000,TARDE,LUNES,SAN PEDRO,CALLE 35 CARRERA 12-09,URBANA,TECNICO,3.53166,-76.28502,TRNSITAR POR LA CALZADA,404,MOTOCICLISTA,ATROPELLO,19,MASCULINO,LESIONADO,IPS POSITIVA,MOTO,SUZUKI,TURBO,PARTICULAR,NO APLICA
HERIDOS,02/21/2022 12:00:00 AM,"2,022",1899-12-31T16:15:00.000,TARDE,LUNES,SAN PEDRO,CALLE 35 CARRERA 12-09,URBANA,TECNICO,3.53166,-76.28502,TRNSITAR POR LA CALZADA,404,PEATON,ATROPELLO,74,FEMENINA,LESIONADO,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
HERIDOS,02/22/2022 12:00:00 AM,"2,022",1899-12-31T05:40:00.000,MADRUGADA,MARTES,RECREO,CARRERA 24 CALLE 18,URBANA,TECNICO,3.51685,-76.29586,SEMAFORO EN ROJO,142,MOTOCICLISTA,CHOQUE,16,MASCULINO,LESIONADO,PALMIRA,MOTO,AKT,PALMIRA,PARTICULAR,NO APLICA
