GENERO,PAÍS DE PROCEDENCIA,DEPARTAMENTO,RANGO EDAD,MOTIVO VIAJE,NOCHES,TIPO ALOJAMIENTO,GASTO TURISTICO GENERADO,MEDIO,AÑO
MASCULINO,COLOMBIA,CUNDINAMARCA,27-38,VISITAR A FAMILIARES Y/O AMIGOS,9,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,CAUCA,27-38,VISITAR A FAMILIARES Y/O AMIGOS,9,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,CÓRDOBA,27-38,VISITAR A FAMILIARES Y/O AMIGOS,6,CASA FAMILIARES / AMIGOS,"800,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,MAGDALENA,27-38,VISITAR A FAMILIARES Y/O AMIGOS,9,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,CESAR,27-38,VISITAR A FAMILIARES Y/O AMIGOS,6,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,SANTANDER,27-38,VISITAR A FAMILIARES Y/O AMIGOS,6,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,NARIÑO,27-38,VISITAR A FAMILIARES Y/O AMIGOS,9,CASA FAMILIARES / AMIGOS,"1,200,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,CAUCA,15-26,VISITAR A FAMILIARES Y/O AMIGOS,6,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,CAUCA,15-26,VISITAR A FAMILIARES Y/O AMIGOS,6,CASA FAMILIARES / AMIGOS,"1,000,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,CAUCA,15-26,VISITAR A FAMILIARES Y/O AMIGOS,6,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,BOLÍVAR,15-26,VISITAR A FAMILIARES Y/O AMIGOS,6,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,BOLÍVAR,15-26,VISITAR A FAMILIARES Y/O AMIGOS,6,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,BOLÍVAR,39-50,VISITAR A FAMILIARES Y/O AMIGOS,9,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,BOLÍVAR,39-50,VISITAR A FAMILIARES Y/O AMIGOS,15,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,ANTIOQUIA,39-50,VISITAR A FAMILIARES Y/O AMIGOS,9,CASA FAMILIARES / AMIGOS,"1,000,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,ANTIOQUIA,39-50,VISITAR A FAMILIARES Y/O AMIGOS,9,CASA FAMILIARES / AMIGOS,"1,000,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,ANTIOQUIA,39-50,VISITAR A FAMILIARES Y/O AMIGOS,6,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,ANTIOQUIA,39-50,VISITAR A FAMILIARES Y/O AMIGOS,10,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
FEMENINO,BRASIL,SIN INFORMACION,39-50,"VACACIONES, RECREO Y OCIO",30,CASA FAMILIARES / AMIGOS,"3,000,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,CAUCA,39-50,VISITAR A FAMILIARES Y/O AMIGOS,9,CASA FAMILIARES / AMIGOS,"1,000,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,BOLÍVAR,39-50,VISITAR A FAMILIARES Y/O AMIGOS,15,CASA FAMILIARES / AMIGOS,"1,500,000",YA LOS CONOCÍA,"2,022"
MASCULINO,MÉXICO,SIN INFORMACION,39-50,"VACACIONES, RECREO Y OCIO",30,CASA FAMILIARES / AMIGOS,"2,500,000",YA LOS CONOCÍA,"2,022"
MASCULINO,SIN INFORMACION,SIN INFORMACION,39-50,VISITAR A FAMILIARES Y/O AMIGOS,30,CASA FAMILIARES / AMIGOS,"2,500,000",YA LOS CONOCÍA,"2,022"
MASCULINO,CHILE,SIN INFORMACION,39-50,"VACACIONES, RECREO Y OCIO",15,CASA FAMILIARES / AMIGOS,"3,000,000",YA LOS CONOCÍA,"2,022"
MASCULINO,CHILE,SIN INFORMACION,39-50,"VACACIONES, RECREO Y OCIO",15,CASA FAMILIARES / AMIGOS,"3,000,000",YA LOS CONOCÍA,"2,022"
FEMENINO,CHILE,SIN INFORMACION,27-38,VISITAR A FAMILIARES Y/O AMIGOS,15,CASA FAMILIARES / AMIGOS,"3,000,000",YA LOS CONOCÍA,"2,022"
FEMENINO,CHILE,SIN INFORMACION,39-50,VISITAR A FAMILIARES Y/O AMIGOS,15,CASA FAMILIARES / AMIGOS,"3,000,000",YA LOS CONOCÍA,"2,022"
FEMENINO,ECUADOR,SIN INFORMACION,27-38,"VACACIONES, RECREO Y OCIO",30,HOTEL,"2,000,000",YA LOS CONOCÍA,"2,022"
MASCULINO,ECUADOR,SIN INFORMACION,39-50,"VACACIONES, RECREO Y OCIO",30,HOTEL,"2,000,000",YA LOS CONOCÍA,"2,022"
FEMENINO,ECUADOR,SIN INFORMACION,39-50,"VACACIONES, RECREO Y OCIO",30,HOTEL,"2,000,000",YA LOS CONOCÍA,"2,022"
FEMENINO,ECUADOR,SIN INFORMACION,27-38,"VACACIONES, RECREO Y OCIO",30,HOTEL,"2,000,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,BOYACÁ,39-50,VISITAR A FAMILIARES Y/O AMIGOS,9,CASA FAMILIARES / AMIGOS,"950,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,RISARALDA,39-50,VISITAR A FAMILIARES Y/O AMIGOS,6,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,RISARALDA,39-50,VISITAR A FAMILIARES Y/O AMIGOS,9,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,RISARALDA,27-38,VISITAR A FAMILIARES Y/O AMIGOS,9,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,RISARALDA,27-38,VISITAR A FAMILIARES Y/O AMIGOS,6,CASA FAMILIARES / AMIGOS,"1,000,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,CUNDINAMARCA,51-62,VISITAR A FAMILIARES Y/O AMIGOS,9,CASA FAMILIARES / AMIGOS,"1,000,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,ANTIOQUIA,27-38,VISITAR A FAMILIARES Y/O AMIGOS,9,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,ANTIOQUIA,39-50,VISITAR A FAMILIARES Y/O AMIGOS,9,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,ANTIOQUIA,27-38,VISITAR A FAMILIARES Y/O AMIGOS,6,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,BOYACÁ,27-38,VISITAR A FAMILIARES Y/O AMIGOS,9,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,BOYACÁ,27-38,VISITAR A FAMILIARES Y/O AMIGOS,9,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
FEMENINO,ECUADOR,SIN INFORMACION,27-38,"VACACIONES, RECREO Y OCIO",30,CASA FAMILIARES / AMIGOS,"2,000,000",YA LOS CONOCÍA,"2,022"
MASCULINO,ECUADOR,SIN INFORMACION,39-50,"VACACIONES, RECREO Y OCIO",30,CASA FAMILIARES / AMIGOS,"2,000,000",YA LOS CONOCÍA,"2,022"
MASCULINO,ECUADOR,SIN INFORMACION,39-50,"VACACIONES, RECREO Y OCIO",30,CASA FAMILIARES / AMIGOS,"2,000,000",YA LOS CONOCÍA,"2,022"
FEMENINO,ECUADOR,SIN INFORMACION,27-38,"VACACIONES, RECREO Y OCIO",30,CASA FAMILIARES / AMIGOS,"2,000,000",YA LOS CONOCÍA,"2,022"
MASCULINO,ECUADOR,SIN INFORMACION,27-38,"VACACIONES, RECREO Y OCIO",30,CASA FAMILIARES / AMIGOS,"2,000,000",YA LOS CONOCÍA,"2,022"
FEMENINO,ECUADOR,SIN INFORMACION,39-50,"VACACIONES, RECREO Y OCIO",30,CASA FAMILIARES / AMIGOS,"3,000,000",YA LOS CONOCÍA,"2,022"
FEMENINO,SIN INFORMACION,SIN INFORMACION,39-50,"VACACIONES, RECREO Y OCIO",30,HOTEL,"4,000,000",YA LOS CONOCÍA,"2,022"
FEMENINO,SIN INFORMACION,SIN INFORMACION,39-50,"VACACIONES, RECREO Y OCIO",30,HOTEL,"4,000,000",YA LOS CONOCÍA,"2,022"
MASCULINO,SIN INFORMACION,SIN INFORMACION,39-50,"VACACIONES, RECREO Y OCIO",30,CASA FAMILIARES / AMIGOS,"4,000,000",YA LOS CONOCÍA,"2,022"
MASCULINO,SIN INFORMACION,SIN INFORMACION,51-62,"VACACIONES, RECREO Y OCIO",30,HOTEL,"3,000,000",YA LOS CONOCÍA,"2,022"
FEMENINO,SIN INFORMACION,SIN INFORMACION,39-50,"VACACIONES, RECREO Y OCIO",30,HOTEL,"3,000,000",AMIGOS Y/O FAMILIARES.,"2,022"
MASCULINO,COLOMBIA,BOGOTÁ D. C.,27-38,"VACACIONES, RECREO Y OCIO",9,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,BOGOTÁ D. C.,27-38,VISITAR A FAMILIARES Y/O AMIGOS,9,CASA FAMILIARES / AMIGOS,"1,200,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,CUNDINAMARCA,27-38,VISITAR A FAMILIARES Y/O AMIGOS,6,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,ANTIOQUIA,27-38,VISITAR A FAMILIARES Y/O AMIGOS,9,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,ANTIOQUIA,39-50,VISITAR A FAMILIARES Y/O AMIGOS,9,CASA FAMILIARES / AMIGOS,"1,000,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,ANTIOQUIA,27-38,VISITAR A FAMILIARES Y/O AMIGOS,6,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,ANTIOQUIA,27-38,VISITAR A FAMILIARES Y/O AMIGOS,6,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,CAQUETÁ,39-50,VISITAR A FAMILIARES Y/O AMIGOS,9,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,CAQUETÁ,39-50,VISITAR A FAMILIARES Y/O AMIGOS,6,CASA FAMILIARES / AMIGOS,"1,000,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,CAQUETÁ,27-38,VISITAR A FAMILIARES Y/O AMIGOS,6,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
FEMENINO,ESPAÑA,SIN INFORMACION,51-62,VISITAR A FAMILIARES Y/O AMIGOS,30,CASA FAMILIARES / AMIGOS,"4,000,000",YA LOS CONOCÍA,"2,022"
FEMENINO,ESPAÑA,SIN INFORMACION,27-38,"VACACIONES, RECREO Y OCIO",30,HOTEL,"3,500,000",YA LOS CONOCÍA,"2,022"
MASCULINO,SIN INFORMACION,SIN INFORMACION,27-38,"VACACIONES, RECREO Y OCIO",30,CASA FAMILIARES / AMIGOS,"4,000,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,CESAR,27-38,VISITAR A FAMILIARES Y/O AMIGOS,9,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,CESAR,51-62,VISITAR A FAMILIARES Y/O AMIGOS,6,CASA FAMILIARES / AMIGOS,"1,000,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,CESAR,27-38,VISITAR A FAMILIARES Y/O AMIGOS,6,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,QUINDÍO,27-38,"VACACIONES, RECREO Y OCIO",9,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,QUINDÍO,51-62,VISITAR A FAMILIARES Y/O AMIGOS,9,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,CESAR,27-38,VISITAR A FAMILIARES Y/O AMIGOS,9,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,CAUCA,39-50,VISITAR A FAMILIARES Y/O AMIGOS,6,CASA FAMILIARES / AMIGOS,"1,000,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,CAUCA,27-38,VISITAR A FAMILIARES Y/O AMIGOS,9,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,CAUCA,27-38,VISITAR A FAMILIARES Y/O AMIGOS,6,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,CUNDINAMARCA,27-38,VISITAR A FAMILIARES Y/O AMIGOS,9,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,CHOCÓ,27-38,VISITAR A FAMILIARES Y/O AMIGOS,9,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,CAUCA,27-38,VISITAR A FAMILIARES Y/O AMIGOS,6,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,CAUCA,51-62,VISITAR A FAMILIARES Y/O AMIGOS,9,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,CAUCA,51-62,VISITAR A FAMILIARES Y/O AMIGOS,9,CASA FAMILIARES / AMIGOS,"1,000,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,HUILA,27-38,VISITAR A FAMILIARES Y/O AMIGOS,6,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,NARIÑO,39-50,VISITAR A FAMILIARES Y/O AMIGOS,6,CASA FAMILIARES / AMIGOS,"900,000",AMIGOS Y/O FAMILIARES.,"2,022"
FEMENINO,COLOMBIA,CAUCA,27-38,VISITAR A FAMILIARES Y/O AMIGOS,6,CASA FAMILIARES / AMIGOS,"1,200,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,CAUCA,27-38,VISITAR A FAMILIARES Y/O AMIGOS,9,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,CALDAS,51-62,VISITAR A FAMILIARES Y/O AMIGOS,6,HOTEL,"1,000,000",AMIGOS Y/O FAMILIARES.,"2,022"
FEMENINO,COLOMBIA,ATLÁNTICO,27-38,VISITAR A FAMILIARES Y/O AMIGOS,8,CASA FAMILIARES / AMIGOS,"1,200,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,ATLÁNTICO,27-38,VISITAR A FAMILIARES Y/O AMIGOS,6,HOTEL,"900,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,ATLÁNTICO,51-62,VISITAR A FAMILIARES Y/O AMIGOS,9,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,ATLÁNTICO,39-50,VISITAR A FAMILIARES Y/O AMIGOS,6,CASA FAMILIARES / AMIGOS,"1,200,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,ATLÁNTICO,27-38,VISITAR A FAMILIARES Y/O AMIGOS,9,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,ATLÁNTICO,39-50,VISITAR A FAMILIARES Y/O AMIGOS,9,CASA FAMILIARES / AMIGOS,"1,000,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,ATLÁNTICO,51-62,VISITAR A FAMILIARES Y/O AMIGOS,9,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,ATLÁNTICO,51-62,VISITAR A FAMILIARES Y/O AMIGOS,6,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,CAUCA,27-38,VISITAR A FAMILIARES Y/O AMIGOS,9,HOTEL,"1,000,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,BOYACÁ,51-62,"VACACIONES, RECREO Y OCIO",8,HOTEL,"1,200,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,BOYACÁ,39-50,VISITAR A FAMILIARES Y/O AMIGOS,6,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,META,39-50,VISITAR A FAMILIARES Y/O AMIGOS,6,CASA FAMILIARES / AMIGOS,"1,000,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,BOYACÁ,27-38,VISITAR A FAMILIARES Y/O AMIGOS,8,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,BOYACÁ,51-62,VISITAR A FAMILIARES Y/O AMIGOS,6,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,BOYACÁ,27-38,VISITAR A FAMILIARES Y/O AMIGOS,6,CASA FAMILIARES / AMIGOS,"1,200,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,BOYACÁ,27-38,VISITAR A FAMILIARES Y/O AMIGOS,6,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,BOYACÁ,27-38,VISITAR A FAMILIARES Y/O AMIGOS,8,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,BOYACÁ,27-38,VISITAR A FAMILIARES Y/O AMIGOS,9,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,CUNDINAMARCA,27-38,VISITAR A FAMILIARES Y/O AMIGOS,9,CASA FAMILIARES / AMIGOS,"1,000,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,CUNDINAMARCA,27-38,VISITAR A FAMILIARES Y/O AMIGOS,6,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,CUNDINAMARCA,27-38,VISITAR A FAMILIARES Y/O AMIGOS,9,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,TOLIMA,27-38,VISITAR A FAMILIARES Y/O AMIGOS,6,CASA FAMILIARES / AMIGOS,"1,000,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,TOLIMA,27-38,VISITAR A FAMILIARES Y/O AMIGOS,6,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,QUINDÍO,51-62,VISITAR A FAMILIARES Y/O AMIGOS,9,CASA FAMILIARES / AMIGOS,"1,000,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,CAQUETÁ,27-38,VISITAR A FAMILIARES Y/O AMIGOS,9,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,QUINDÍO,27-38,VISITAR A FAMILIARES Y/O AMIGOS,6,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,QUINDÍO,39-50,VISITAR A FAMILIARES Y/O AMIGOS,9,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,CHOCÓ,27-38,VISITAR A FAMILIARES Y/O AMIGOS,6,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,CHOCÓ,39-50,"VACACIONES, RECREO Y OCIO",9,HOTEL,"900,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,ANTIOQUIA,39-50,VISITAR A FAMILIARES Y/O AMIGOS,8,CASA FAMILIARES / AMIGOS,"1,200,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,META,27-38,VISITAR A FAMILIARES Y/O AMIGOS,6,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,META,27-38,VISITAR A FAMILIARES Y/O AMIGOS,8,CASA FAMILIARES / AMIGOS,"1,000,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,NARIÑO,27-38,VISITAR A FAMILIARES Y/O AMIGOS,6,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,SANTANDER,39-50,VISITAR A FAMILIARES Y/O AMIGOS,9,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,SUCRE,51-62,VISITAR A FAMILIARES Y/O AMIGOS,6,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,CUNDINAMARCA,39-50,VISITAR A FAMILIARES Y/O AMIGOS,8,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,CUNDINAMARCA,27-38,VISITAR A FAMILIARES Y/O AMIGOS,8,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,CESAR,27-38,VISITAR A FAMILIARES Y/O AMIGOS,8,CASA FAMILIARES / AMIGOS,"1,000,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,CESAR,27-38,VISITAR A FAMILIARES Y/O AMIGOS,8,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,RISARALDA,39-50,"VACACIONES, RECREO Y OCIO",6,HOTEL,"1,200,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,RISARALDA,39-50,VISITAR A FAMILIARES Y/O AMIGOS,8,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,BOGOTÁ D. C.,27-38,VISITAR A FAMILIARES Y/O AMIGOS,8,CASA FAMILIARES / AMIGOS,"850,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,QUINDÍO,27-38,"VACACIONES, RECREO Y OCIO",1,HOTEL,0,YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,CAUCA,51-62,VISITAR A FAMILIARES Y/O AMIGOS,6,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,CAUCA,27-38,VISITAR A FAMILIARES Y/O AMIGOS,6,HOTEL,"1,000,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,CÓRDOBA,39-50,VISITAR A FAMILIARES Y/O AMIGOS,6,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,CAQUETÁ,51-62,VISITAR A FAMILIARES Y/O AMIGOS,6,CASA FAMILIARES / AMIGOS,"1,000,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,BOLÍVAR,39-50,"VACACIONES, RECREO Y OCIO",6,CASA FAMILIARES / AMIGOS,"900,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,CAUCA,27-38,"VACACIONES, RECREO Y OCIO",6,CASA FAMILIARES / AMIGOS,"1,200,000",AMIGOS Y/O FAMILIARES.,"2,022"
FEMENINO,COLOMBIA,PUTUMAYO,51-62,"VACACIONES, RECREO Y OCIO",2,HOTEL,"3,000,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,CAUCA,15-26,"VACACIONES, RECREO Y OCIO",2,HOTEL,"850,000",AMIGOS Y/O FAMILIARES.,"2,022"
MASCULINO,COLOMBIA,VALLE DEL CAUCA,15-26,"VACACIONES, RECREO Y OCIO",2,HOTEL,"600,000",AMIGOS Y/O FAMILIARES.,"2,022"
MASCULINO,COLOMBIA,VALLE DEL CAUCA,27-38,"VACACIONES, RECREO Y OCIO",1,HOTEL,"300,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,CAUCA,15-26,VISITAR A FAMILIARES Y/O AMIGOS,3,CASA FAMILIARES / AMIGOS,0,YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,CALDAS,15-26,"VACACIONES, RECREO Y OCIO",5,CASA FAMILIARES / AMIGOS,0,AMIGOS Y/O FAMILIARES.,"2,022"
MASCULINO,COLOMBIA,HUILA,27-38,VISITAR A FAMILIARES Y/O AMIGOS,SIN INFORMACION,CASA FAMILIARES / AMIGOS,0,YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,TOLIMA,27-38,VISITAR A FAMILIARES Y/O AMIGOS,SIN INFORMACION,SIN INFORMACION,0,YA LOS CONOCÍA,"2,022"
FEMENINO,ECUADOR,SIN INFORMACION,39-50,VISITAR A FAMILIARES Y/O AMIGOS,10,CASA FAMILIARES / AMIGOS,0,YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,CAQUETÁ,15-26,VISITAR A FAMILIARES Y/O AMIGOS,8,CASA FAMILIARES / AMIGOS,0,YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,CAQUETÁ,27-38,VISITAR A FAMILIARES Y/O AMIGOS,8,CASA FAMILIARES / AMIGOS,0,YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,BOGOTÁ D. C.,27-38,VISITAR A FAMILIARES Y/O AMIGOS,SIN INFORMACION,CASA FAMILIARES / AMIGOS,0,YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,BOGOTÁ D. C.,15-26,VISITAR A FAMILIARES Y/O AMIGOS,5,CASA FAMILIARES / AMIGOS,0,YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,ANTIOQUIA,27-38,VISITAR A FAMILIARES Y/O AMIGOS,2,CASA FAMILIARES / AMIGOS,0,YA LOS CONOCÍA,"2,022"
